Sensor_1,Sensor_2,Sensor_3
1.6747161188118291,0.14310901312370683,-2.427404511
0.3958447006692343,2.068404031254093,-3.349121484
0.016890221798097627,-0.878535839,1.2978585204513953
-1.21016199,-0.314293195,-1.24717708
-0.853954738,0.08706092423810458,0.15170850712617956
-5.244221771,-3.585846411,-1.817316103
1.4954754703945032,-0.85549915,1.5501682425905632
2.959130519832002,3.704113209985019,3.1455837314763415
-3.96580814,-0.706388145,1.7182737187346704
-2.432599973,0.40723384002835294,-0.215595553
-2.912445708,-2.796365714,1.3378356914017606
-1.210545426,-1.214160637,-0.457769179
-2.085807201,0.6513710928601485,0.846931041296603
-0.325749823,-2.94071275,-0.798393604
-8.122945227,-0.878571599,3.4782056241552217
-0.561863187,1.6806801301982193,1.480308167120419
-2.566785866,-0.027570047,0.6873086980973153
6.672596961818961,1.6696458356674961,0.10284215801573016
2.1012902869181973,1.2720810498599309,1.3253327460750541
2.1177678439663445,2.0347675523087694,-1.129028461
-0.672221014,2.5209425583214635,-3.355865694
2.9716021081355875,2.7950766635468534,0.028829974381956565
-1.946262339,-1.411075601,0.9314466835547422
1.0037831550683807,3.0488758969983722,2.4232640958428804
-3.505170657,0.6172085632371667,1.018666440508778
7.060472528409953,0.04419213259388022,0.13918029389719222
-2.492299634,2.2403751307801456,1.5313554083255103
-6.276040437,-3.799630629,-0.344186431
0.47858948333125534,1.1836283553801121,-0.481034258
-2.167978029,-0.232434273,3.172664377331446
-2.230665929,0.33135259873921347,0.661813008317623
0.09427225470046163,-4.391732494,1.4776549057418527
-0.354076562,2.283935875613524,-2.654419085
3.0146558051988674,1.9319770146936133,-0.824160073
-0.070165528,1.772426042987879,-0.2955124
-1.614968711,2.338398937414899,-2.300223503
0.28234735094718794,-0.670634467,0.0911286396832024
2.314133217342933,0.42841963360936774,1.4738688190738867
2.309412332966493,3.183684032191962,2.589588892604292
-2.43119356,-1.457668805,-0.957901207
-3.961350992,-2.556376091,0.9571870228723629
0.7583983429973938,2.6096329746309745,1.4581198590124664
-0.057765085,-2.671620568,1.5691878612852557
-1.341187208,-0.338999617,0.4526156933882375
-4.326942164,0.3733311455038578,1.5252323655489954
-2.213662556,0.8982719904183516,-1.477156833
-0.325728133,2.026759053463076,-1.033090141
1.930276097495934,2.4026109990743074,1.728759147000579
1.1444460047277822,-0.102179066,-0.189721281
1.1706109727566012,2.9645026569436,1.3902688975946549
-0.492746862,0.7702955851503291,2.4415668289499486
7.683731116223466,1.2209666825068162,0.6883620586440083
0.3377124791355613,2.8919918189347973,-0.500830096
-2.246035086,-0.043099116,-0.402093505
-2.51727296,1.740378858546927,-0.168073842
0.19258785854039775,1.5461699451731605,-0.051558014
1.1626166845271737,1.7518709456498756,1.40096550917675
2.918697926072611,-0.630015202,-0.583556074
0.3136924184426537,-0.987756254,1.5605885131616348
0.0014949394479168987,0.9742400584242199,-0.43820619
-2.262454298,-0.83670482,2.1916625069700286
1.037576112220163,1.348501609954554,-1.910029345
-0.101865827,1.3868052689446821,-0.145342696
-5.022728414,-0.841507801,0.3076703082462622
-1.868615396,-2.629539369,0.5511662624642832
2.1350321348116434,3.447921570884251,3.2874245015666537
1.3035489741410806,-0.96143273,1.2231764587269787
-1.27519245,-0.415664567,-3.356208119
-3.077642274,1.7591069376804098,-2.560257734
3.0594415947246376,1.0473027465363263,0.6571734268599514
4.525254316917645,-0.277679428,2.3136028281648335
3.4634697026610617,-3.531133224,0.8246912980209542
-1.553755839,-0.066986508,-3.639229832
-5.138263814,0.9121336709794586,-0.133665262
-3.726059946,-0.050553715,-1.095714777
3.3383166389894114,1.6505607796282975,-2.305944606
-2.037550221,0.16706896435688617,-0.59037808
-1.455237855,1.8085540917734753,-2.205612427
0.8070094723460838,2.574837984563882,1.682385725610031
1.723715875820937,0.21625623492780977,-0.271913624
1.0078372434891207,2.5086177669858865,1.453907783007089
-4.463252089,-2.253982182,1.4084306048009596
-2.636507593,-2.683517905,0.38911249491709504
-1.438830071,-2.138521567,-0.427699249
3.40871635226378,1.6870333849030457,0.14426020185972122
2.8292874092944102,1.8653690553528002,1.6635647003283844
-1.902732428,0.49796403613599644,-1.031576054
-5.763019356,-0.764103442,1.8254197810797739
-2.858680726,-0.654352419,0.011030002034547959
2.2036447035858093,0.4334012746381801,0.6952506532248555
-3.458677097,0.6754268124105358,-1.352824306
-4.393620091,-2.42800209,3.9416745723451867
-1.435195099,0.16163141553753746,1.4481900036570425
-1.640632905,-0.586229258,2.8163612716008726
5.371656431867632,-0.36310504,-2.091537303
2.5953501606304505,-1.237456245,1.8820618615839984
2.650882378876456,3.002184816252496,0.08155625173554598
-4.218855302,0.1552226289905412,1.6731344721338575
-0.975372929,1.0875691294117509,-4.894678633
2.6922465174252554,0.5511524485451836,1.5727207527019915
0.32005632894549146,0.6910567138292906,-2.872722259
1.4805343236787285,-0.306778677,-1.11753193
2.6336475183602324,1.901933382779523,1.0231967847507262
-6.080112076,-4.48453764,3.4577838337484903
1.0554092064647902,0.7131995611128887,-1.866939419
2.2966157108965195,0.7492539356275763,1.796817826373577
2.1857121114492664,0.8310431822958646,-0.26046384
-0.589266067,1.5581713869538159,1.7581514331387218
-4.21088626,-2.073748478,0.9191555417316686
2.0458600573614567,3.4220186766495995,2.2901111339187974
-2.606065269,-0.702901738,-2.155475415
-2.235377999,-3.984624152,2.1608656254343828
-0.923018431,-1.503217608,1.5511221361364034
0.29150068724127487,1.4167417760379215,1.37840787472669
1.6646426165913963,3.2945797311456326,3.1832076012426613
-2.780757287,-2.821573792,-2.714379509
-1.914773941,-2.482104343,-1.602258066
-3.844058093,-1.862126537,1.1397449419556884
