Equipment_ID,Operating_Time,Temperature,Pressure,Vibration,Humidity,RUL
202,4581,97.59058927116195,58.23675315821277,1.011998262548891,17.75725367723398,2370.0425349501447
448,2076,81.95599689077503,32.55866869509411,1.3237632209288732,24.3225309953267,3568.6491529188975
370,714,93.39591472600111,55.53614689234725,0.9630174585265792,73.80112362371887,4336.738678596307
206,1063,72.73699278169295,44.117715059178465,0.9552354938546332,64.20366441470208,4257.052201511137
171,1977,75.77980142896251,53.0682943896595,1.4878829041854955,53.75431007883815,3660.786694774531
288,1297,74.44232901284602,59.360526528418575,1.1837492171891384,48.00718982934144,3979.104972689235
120,126,83.34321287730522,31.53621751274983,0.7749819470864758,83.79474269248996,4677.903508550826
202,4633,56.98256273781564,58.44541941630372,1.119616100042806,15.818795822293472,2341.761404677542
221,3597,51.4986794936339,35.579275796096816,0.7059996131993251,32.448065059033276,2943.054007632427
314,3284,65.39649707955954,35.420476189476894,0.4975381012285487,37.99502828565713,3169.8840093946746
430,1604,85.23403813683234,33.615484170180224,0.9759074399540872,72.59406497702302,3894.343656979403
187,67,60.09267260614742,41.6563042939034,1.4066367275481368,89.4011696129577,4730.241659148424
472,233,83.67162166624587,26.165801727139485,1.4078813760201017,29.253641180572245,4522.774859366782
199,2157,98.49560230536352,42.14845941432045,0.6444768615371375,79.94458673096645,3603.7630670998683
459,1170,54.69503578947092,41.66819249640016,0.8859807060882035,76.4498208345433,4149.118965556427
251,2159,83.63010591125632,50.4760725041948,0.4751266681408196,27.97259181134133,3582.395618216155
230,4207,72.18751096522855,53.34599847750342,1.4943204423485485,41.94660641593781,2575.979162974044
249,1494,93.40711271887527,37.61765401249696,1.4754532802283165,42.77382954340153,3984.3316976144006
408,4719,58.857489472369295,32.09332997405975,1.0443616086196816,88.25765348212467,2377.5747993485334
357,4008,84.63129761130823,30.373395892683778,1.2457382775807153,24.471352110311866,2629.9200916296295
443,2473,91.90576448240552,27.784953468194878,1.12963020966881,73.93263768838256,3409.9616369871756
393,2661,97.23071097370116,22.305903287960994,0.9711056847513087,36.73541713384879,3321.5031184056606
485,2740,84.16240141448229,33.69791915338853,0.26935239608556705,68.46962766209283,3487.2231514430637
291,1762,74.85873820042136,30.80990768523133,0.7911936453184594,43.60088034365303,3821.104535654566
