Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Failure,Operating_Hours,Maintenance_History
-2.4591050876879277,0.1390526279277795,-0.5441527305231512,-2.0782833370958094,-0.3605529790899684,-2.664336697364284,-2.2226385641121555,0.4382581736010762,3.227188496739961,-0.44940593086361097,1,6623.1538297322095,-1
-3.443052081781032,-0.8673296228726769,0.6547490433679919,-0.03828245924213758,3.296993412265002,0.3489704278618388,-4.659572879474036,1.135508040488328,-0.6267031112361726,7.6130842463138855,1,2213.308846591167,9
2.124590990851735,1.2185718263915375,0.6661195875547353,1.958204383243228,-1.465759283287309,-1.6771416952185025,2.1732081258630935,-0.45068511303051606,1.8997925466685366,-6.575809386155781,0,2562.572036138302,5
0.6070035704654428,-3.0446089313374536,1.2445629367463578,-0.7254536628101723,1.1841725054382402,-3.7233993692718546,0.414766226960348,1.986223979415268,-0.26232809721679884,-4.032122902541068,0,2250.013564114437,6
-1.1370794363384373,0.10742446730724686,0.8377860366864933,1.1006286870584983,-0.39021044065725413,1.2091932180843292,2.4662411249910456,-1.223055477991775,2.5305172770088755,-6.509970330617551,0,3195.7566745169233,4
4.980482483054614,0.4332206757142407,3.618232695831121,5.398638134935595,-3.9701173403018237,-4.458590649446767,-1.4156716907667901,-0.2912973500636697,1.540557687788663,-5.15080708975295,0,6753.867323371633,8
-0.2636680213571498,2.5338201546056967,1.128104389548068,0.05332473029828147,-1.4792974063186248,-3.8318336282811654,-0.42559600583442964,-2.2130900638541693,2.261105022095045,-4.340924258897814,1,1120.0554941295,0
2.2008690801792756,2.3548474890805133,2.807058986615063,1.4260152740797931,-0.49416129339086134,-1.0696426851436303,-0.31836663852508895,-1.1205652162546906,0.3778228167090883,-1.5418044742132229,0,2924.886339830869,6
-0.9312551772263221,0.2842256720925367,1.3834913007732912,-2.418682837092395,-2.534439557566391,-0.979475341900895,-0.42715366894745255,-0.3380643579920968,2.0042491766210384,-2.8457484075080095,1,2637.963800374227,8
-0.9665735244691249,1.8222594194437385,-0.11875239618967998,-1.3483007480270923,2.917333919856569,-1.700141873103539,2.0897308974988316,-2.6121838677428735,-0.36922619771420173,1.9470764937231182,1,1942.0690614125963,0
